"","year","term"
"122807",1975,"pop"
"122828",1994,"rock"
"122829",1994,"pop"
"122850",2007,"rock"
"122851",2007,"pop"
"122872",1994,"rock"
"122873",1994,"pop"
"122894",1994,"rock"
"122895",1994,"pop"
"122904",1997,"jazz"
"122923",1997,"jazz"
"122955",2003,"rock"
"122975",2003,"rock"
"122983",2005,"rock"
"122984",2005,"pop"
"123012",2000,"rock"
"123020",2000,"pop"
"123028",2000,"jazz"
"123056",1971,"rock"
"123064",1971,"pop"
"123072",1971,"jazz"
"123100",1994,"rock"
"123108",1994,"pop"
"123116",1994,"jazz"
"123132",2007,"rock"
"123138",2007,"indie"
"123139",2005,"hip hop"
"123151",2005,"pop"
"123158",1996,"pop"
"123169",1996,"rock"
"123170",1996,"jazz"
"123173",2002,"rock"
"123186",1995,"rock"
"123200",2001,"pop"
"123210",2000,"pop"
"123217",1995,"pop"
"123221",1995,"rock"
"123239",2003,"pop"
"123243",2003,"rock"
"123261",1992,"pop"
"123265",1992,"rock"
"123286",2006,"rock"
"123297",1981,"rock"
"123303",1981,"pop"
"123327",2001,"pop"
"123332",2001,"hip hop"
"123341",2001,"rock"
"123344",2001,"jazz"
"123347",2001,"indie"
"123360",2001,"pop"
"123365",2001,"hip hop"
"123374",2001,"rock"
"123377",2001,"jazz"
"123380",2001,"indie"
"123393",2001,"pop"
"123398",2001,"hip hop"
"123407",2001,"rock"
"123410",2001,"jazz"
"123413",2001,"indie"
"123420",2001,"rock"
"123425",2001,"indie"
"123431",1981,"rock"
"123436",1981,"indie"
"123442",1981,"rock"
"123447",1981,"indie"
"123453",2004,"rock"
"123458",2004,"indie"
"123462",2008,"rock"
"123466",2008,"pop"
"123479",2008,"indie"
"123489",2004,"rock"
"123493",2004,"pop"
"123506",2004,"indie"
"123516",2008,"rock"
"123520",2008,"pop"
"123533",2008,"indie"
"123543",2007,"rock"
"123547",2007,"pop"
"123560",2007,"indie"
"123572",2002,"pop"
"123573",2002,"indie"
"123577",2002,"rock"
"123595",2002,"hip hop"
"123603",2002,"pop"
"123604",2002,"indie"
"123608",2002,"rock"
"123626",2002,"hip hop"
"123686",2000,"rock"
"123687",2000,"jazz"
"123714",2005,"jazz"
"123726",2005,"rock"
"123741",2005,"jazz"
"123753",2005,"rock"
"123786",1993,"jazz"
"123804",2008,"rock"
"123806",2008,"jazz"
"123816",1988,"jazz"
"123818",1988,"hip hop"
"123841",1988,"pop"
"123845",1988,"rock"
"123852",1987,"jazz"
"123854",1987,"hip hop"
"123877",1987,"pop"
"123881",1987,"rock"
"123885",2007,"rock"
"123918",2007,"rock"
"123965",2003,"pop"
"123967",2003,"rock"
"123969",2003,"jazz"
"123995",2003,"pop"
"123997",2003,"rock"
"123999",2003,"jazz"
"124025",2007,"pop"
"124027",2007,"rock"
"124029",2007,"jazz"
"124040",2008,"pop"
"124041",2008,"indie"
"124050",2008,"rock"
"124054",2004,"pop"
"124055",2004,"indie"
"124064",2004,"rock"
"124068",2008,"pop"
"124069",2008,"indie"
"124078",2008,"rock"
"124102",2000,"rock"
"124105",2000,"pop"
"124127",1995,"indie"
"124133",1995,"pop"
"124142",1995,"rock"
"124165",1998,"indie"
"124171",1998,"pop"
"124180",1998,"rock"
"124203",1992,"indie"
"124209",1992,"pop"
"124218",1992,"rock"
"124231",1971,"hip hop"
"124233",1971,"jazz"
"124236",1971,"indie"
"124252",1971,"rock"
"124263",1971,"pop"
"124277",1973,"hip hop"
"124279",1973,"jazz"
"124282",1973,"indie"
"124298",1973,"rock"
"124309",1973,"pop"
"124330",1984,"rock"
"124332",1984,"jazz"
"124354",1992,"rock"
"124356",1992,"jazz"
"124374",1999,"rock"
"124380",1999,"jazz"
"124381",1999,"pop"
"124382",1999,"hip hop"
"124425",1998,"pop"
"124428",1998,"rock"
"124438",1998,"jazz"
"124443",1998,"hip hop"
"124457",1982,"pop"
"124477",1982,"rock"
"124490",1982,"hip hop"
"124498",1982,"jazz"
"124503",1988,"pop"
"124523",1988,"rock"
"124536",1988,"hip hop"
"124544",1988,"jazz"
"124555",2002,"pop"
"124588",2006,"pop"
"124649",1997,"jazz"
"124679",1994,"jazz"
"124693",2002,"pop"
"124694",2002,"rock"
"124708",2002,"jazz"
"124716",2002,"indie"
"124726",2002,"hip hop"
"124730",2009,"rock"
"124735",2009,"hip hop"
"124758",1999,"jazz"
"124766",1999,"rock"
"124784",1999,"hip hop"
"124788",1999,"pop"
"124805",1999,"jazz"
"124813",1999,"rock"
"124831",1999,"hip hop"
"124835",1999,"pop"
"124852",1992,"jazz"
"124860",1992,"rock"
"124878",1992,"hip hop"
"124882",1992,"pop"
"124899",1999,"jazz"
"124907",1999,"rock"
"124925",1999,"hip hop"
"124929",1999,"pop"
"124943",2005,"jazz"
"124961",2005,"rock"
"124970",1985,"rock"
"124979",1985,"pop"
"125010",1983,"rock"
"125019",1983,"pop"
"125050",1998,"rock"
"125059",1998,"pop"
"125093",2006,"rock"
"125133",2006,"rock"
"125165",2007,"jazz"
"125184",2007,"pop"
"125190",2007,"hip hop"
"125191",2007,"rock"
"125199",2007,"jazz"
"125218",2007,"pop"
"125224",2007,"hip hop"
"125225",2007,"rock"
"125233",2007,"jazz"
"125252",2007,"pop"
"125258",2007,"hip hop"
"125259",2007,"rock"
"125268",1998,"rock"
"125278",1998,"jazz"
"125305",1998,"pop"
"125309",1992,"rock"
"125319",1992,"jazz"
"125346",1992,"pop"
"125350",1998,"rock"
"125360",1998,"jazz"
"125387",1998,"pop"
"125388",2006,"rock"
"125394",2006,"jazz"
"125397",2006,"pop"
"125399",2007,"rock"
"125405",2007,"jazz"
"125408",2007,"pop"
"125457",2002,"pop"
"125469",2001,"pop"
"125481",2009,"pop"
"125493",2000,"pop"
"125503",2000,"rock"
"125507",2000,"jazz"
"125530",2005,"rock"
"125535",2005,"pop"
"125542",2005,"rock"
"125547",2005,"pop"
"125554",1991,"rock"
"125559",1991,"pop"
"125566",1987,"rock"
"125571",1987,"pop"
"125578",1987,"rock"
"125583",1987,"pop"
"125590",1993,"rock"
"125595",1993,"pop"
"125604",2005,"rock"
"125621",2005,"jazz"
"125640",1927,"rock"
"125657",1927,"jazz"
"125670",2002,"indie"
"125673",2002,"pop"
"125678",2002,"rock"
"125681",2002,"hip hop"
"125703",2002,"jazz"
"125707",2006,"indie"
"125710",2006,"pop"
"125715",2006,"rock"
"125718",2006,"hip hop"
"125740",2006,"jazz"
"125744",1993,"indie"
"125747",1993,"pop"
"125752",1993,"rock"
"125755",1993,"hip hop"
"125777",1993,"jazz"
"125786",2002,"rock"
"125788",2002,"indie"
"125795",2002,"pop"
"125834",2007,"rock"
"125836",2007,"indie"
"125843",2007,"pop"
"125891",1996,"rock"
"125896",1996,"jazz"
"125900",1996,"indie"
"125903",1996,"pop"
"125921",1996,"hip hop"
"125938",1995,"rock"
"125943",1995,"jazz"
"125947",1995,"indie"
"125950",1995,"pop"
"125968",1995,"hip hop"
"125985",1996,"rock"
"125990",1996,"jazz"
"125994",1996,"indie"
"125997",1996,"pop"
"126015",1996,"hip hop"
"126017",2009,"rock"
"126020",2009,"jazz"
"126021",2009,"pop"
"126022",2009,"hip hop"
"126049",1994,"rock"
"126070",1994,"pop"
"126073",1994,"indie"
"126090",2000,"rock"
"126111",2000,"pop"
"126114",2000,"indie"
"126131",2007,"rock"
"126152",2007,"pop"
"126155",2007,"indie"
"126172",2000,"rock"
"126193",2000,"pop"
"126196",2000,"indie"
"126213",1994,"rock"
"126234",1994,"pop"
"126237",1994,"indie"
"126254",1997,"rock"
"126275",1997,"pop"
"126278",1997,"indie"
"126282",2007,"rock"
"126283",2007,"hip hop"
"126293",2007,"rock"
"126294",2007,"hip hop"
"126304",2007,"rock"
"126305",2007,"hip hop"
"126315",2007,"rock"
"126316",2007,"hip hop"
"126324",1992,"rock"
"126337",1992,"rock"
"126357",1996,"rock"
"126382",1996,"jazz"
"126392",1956,"rock"
"126417",1956,"jazz"
"126427",1995,"rock"
"126452",1995,"jazz"
"126524",2008,"indie"
"126534",2008,"rock"
"126538",2008,"pop"
"126540",2009,"rock"
"126541",2009,"pop"
"126549",2009,"hip hop"
"126556",1979,"rock"
"126557",1979,"pop"
"126565",1979,"hip hop"
"126572",1975,"rock"
"126573",1975,"pop"
"126581",1975,"hip hop"
"126597",1979,"pop"
"126624",2008,"pop"
"126651",1984,"pop"
"126670",2008,"rock"
"126692",1963,"rock"
"126694",1963,"pop"
"126709",1963,"indie"
"126723",1963,"rock"
"126725",1963,"pop"
"126740",1963,"indie"
"126763",2003,"hip hop"
"126775",2003,"rock"
"126777",2003,"indie"
"126798",2003,"hip hop"
"126810",2003,"rock"
"126812",2003,"indie"
"126826",1977,"pop"
"126853",1977,"rock"
"126862",1983,"pop"
"126889",1983,"rock"
"126901",2005,"pop"
"126903",2005,"rock"
"126920",2006,"rock"
"126928",2006,"indie"
"126930",2006,"pop"
"126952",2009,"rock"
"126960",2009,"indie"
"126962",2009,"pop"
"126990",1975,"hip hop"
"127011",1975,"rock"
"127020",2006,"rock"
"127029",2006,"indie"
"127031",2006,"pop"
"127039",2005,"rock"
"127048",2005,"indie"
"127050",2005,"pop"
"127058",2008,"rock"
"127067",2008,"indie"
"127069",2008,"pop"
"127077",2008,"rock"
"127086",2008,"indie"
"127088",2008,"pop"
"127092",2008,"rock"
"127109",2008,"hip hop"
"127113",2008,"pop"
"127118",2008,"indie"
"127130",1990,"indie"
"127131",1990,"pop"
"127139",1990,"rock"
"127150",1990,"hip hop"
"127160",1990,"jazz"
"127168",1993,"indie"
"127169",1993,"pop"
"127177",1993,"rock"
"127188",1993,"hip hop"
"127198",1993,"jazz"
"127206",1984,"indie"
"127207",1984,"pop"
"127215",1984,"rock"
"127226",1984,"hip hop"
"127236",1984,"jazz"
"127244",2001,"indie"
"127245",2001,"pop"
"127253",2001,"rock"
"127264",2001,"hip hop"
"127274",2001,"jazz"
"127282",1985,"indie"
"127283",1985,"pop"
"127291",1985,"rock"
"127302",1985,"hip hop"
"127312",1985,"jazz"
"127320",1984,"indie"
"127321",1984,"pop"
"127329",1984,"rock"
"127340",1984,"hip hop"
"127350",1984,"jazz"
"127358",1988,"indie"
"127359",1988,"pop"
"127367",1988,"rock"
"127378",1988,"hip hop"
"127388",1988,"jazz"
"127396",1985,"indie"
"127397",1985,"pop"
"127405",1985,"rock"
"127416",1985,"hip hop"
"127426",1985,"jazz"
"127434",1990,"indie"
"127435",1990,"pop"
"127443",1990,"rock"
"127454",1990,"hip hop"
"127464",1990,"jazz"
"127472",1985,"indie"
"127473",1985,"pop"
"127481",1985,"rock"
"127492",1985,"hip hop"
"127502",1985,"jazz"
"127510",1988,"indie"
"127511",1988,"pop"
"127519",1988,"rock"
"127530",1988,"hip hop"
"127540",1988,"jazz"
"127548",1988,"indie"
"127549",1988,"pop"
"127557",1988,"rock"
"127568",1988,"hip hop"
"127578",1988,"jazz"
"127597",1993,"hip hop"
"127604",1993,"rock"
"127613",1993,"pop"
"127616",1993,"jazz"
"127617",1993,"indie"
"127621",2010,"hip hop"
"127658",2010,"rock"
"127662",2010,"hip hop"
"127699",2010,"rock"
"127703",2005,"hip hop"
"127740",2005,"rock"
"127746",2004,"pop"
"127754",2004,"rock"
"127758",1989,"indie"
"127763",1989,"hip hop"
"127801",2003,"rock"
"127802",2003,"jazz"
"127810",2003,"indie"
"127815",2003,"pop"
"127829",2004,"indie"
"127834",2004,"rock"
"127845",2009,"pop"
"127889",1995,"pop"
"127895",1995,"hip hop"
"127916",2004,"pop"
"127922",2004,"hip hop"
"127943",1998,"pop"
"127949",1998,"hip hop"
"127970",2004,"pop"
"127976",2004,"hip hop"
"127997",1996,"pop"
"128003",1996,"hip hop"
"128042",2007,"pop"
"128048",2007,"hip hop"
"128049",2007,"rock"
"128075",2007,"pop"
"128081",2007,"hip hop"
"128082",2007,"rock"
"128108",2009,"pop"
"128114",2009,"hip hop"
"128115",2009,"rock"
"128147",1997,"indie"
"128150",1997,"hip hop"
"128178",2009,"indie"
"128181",2009,"hip hop"
"128209",2009,"indie"
"128212",2009,"hip hop"
"128239",1995,"pop"
"128244",1995,"hip hop"
"128263",2009,"pop"
"128268",2009,"hip hop"
"128287",1995,"pop"
"128292",1995,"hip hop"
"128298",2008,"indie"
"128303",2008,"rock"
"128306",2008,"pop"
"128332",2009,"hip hop"
"128336",2009,"pop"
"128345",2009,"indie"
"128352",2009,"rock"
"128382",2001,"rock"
"128396",2001,"indie"
"128418",2001,"rock"
"128432",2001,"indie"
"128454",2001,"rock"
"128468",2001,"indie"
"128497",2007,"indie"
"128506",2007,"rock"
"128537",2003,"indie"
"128546",2003,"rock"
"128577",2009,"indie"
"128586",2009,"rock"
"128591",2006,"pop"
"128592",2006,"hip hop"
"128610",2006,"indie"
"128619",2006,"rock"
"128634",2002,"jazz"
"128649",2002,"pop"
"128660",2000,"jazz"
"128675",2000,"pop"
"128682",2001,"jazz"
"128690",2009,"rock"
"128726",2009,"jazz"
"128731",2009,"pop"
"128733",2009,"hip hop"
"128738",2009,"rock"
"128774",2009,"jazz"
"128779",2009,"pop"
"128781",2009,"hip hop"
"128788",2009,"indie"
"128804",2009,"pop"
"128817",2009,"rock"
"128835",2007,"jazz"
"128836",2007,"rock"
"128839",2007,"pop"
"128849",2008,"indie"
"128859",2008,"hip hop"
"128874",2008,"rock"
"128875",2008,"pop"
"128887",2008,"indie"
"128897",2008,"hip hop"
"128912",2008,"rock"
"128913",2008,"pop"
"128919",1998,"jazz"
"128923",1998,"pop"
"128958",2006,"rock"
"128966",2006,"pop"
"128975",2006,"indie"
"129019",2000,"indie"
"129023",2000,"rock"
"129029",2007,"jazz"
"129055",2008,"pop"
"129057",2008,"hip hop"
"129058",2008,"indie"
"129064",2008,"rock"
"129084",2001,"pop"
"129086",2001,"hip hop"
"129087",2001,"indie"
"129093",2001,"rock"
"129113",2008,"pop"
"129115",2008,"hip hop"
"129116",2008,"indie"
"129122",2008,"rock"
"129142",2006,"pop"
"129144",2006,"hip hop"
"129145",2006,"indie"
"129151",2006,"rock"
"129171",2006,"pop"
"129173",2006,"hip hop"
"129174",2006,"indie"
"129180",2006,"rock"
"129191",2003,"rock"
"129196",2003,"pop"
"129205",1996,"pop"
"129212",1996,"rock"
"129221",1996,"jazz"
"129234",2000,"pop"
"129241",2000,"rock"
"129250",2000,"jazz"
"129259",1991,"rock"
"129266",1991,"indie"
"129288",1991,"jazz"
"129302",1991,"pop"
"129307",1989,"rock"
"129314",1989,"indie"
"129336",1989,"jazz"
"129350",1989,"pop"
"129355",1979,"rock"
"129362",1979,"indie"
"129384",1979,"jazz"
"129398",1979,"pop"
"129403",1989,"rock"
"129410",1989,"indie"
"129432",1989,"jazz"
"129446",1989,"pop"
"129451",1989,"rock"
"129458",1989,"indie"
"129480",1989,"jazz"
"129494",1989,"pop"
"129499",1984,"rock"
"129507",1984,"pop"
"129525",1984,"jazz"
"129528",1975,"rock"
"129536",1975,"pop"
"129554",1975,"jazz"
"129557",1972,"rock"
"129565",1972,"pop"
"129583",1972,"jazz"
"129586",1975,"rock"
"129594",1975,"pop"
"129612",1975,"jazz"
"129615",1987,"rock"
"129623",1987,"pop"
"129641",1987,"jazz"
"129644",1995,"rock"
"129652",1995,"pop"
"129670",1995,"jazz"
"129673",1973,"rock"
"129681",1973,"pop"
"129699",1973,"jazz"
"129702",1995,"rock"
"129710",1995,"pop"
"129728",1995,"jazz"
"129731",2001,"rock"
"129739",2001,"pop"
"129757",2001,"jazz"
"129760",1972,"rock"
"129768",1972,"pop"
"129786",1972,"jazz"
"129792",2003,"rock"
"129793",2003,"hip hop"
"129807",2001,"rock"
"129822",2001,"pop"
"129823",2001,"indie"
"129829",2001,"hip hop"
"129845",2007,"rock"
"129860",2007,"pop"
"129861",2007,"indie"
"129867",2007,"hip hop"
"129880",2001,"rock"
"129900",2001,"pop"
"129901",2001,"indie"
"129914",2001,"jazz"
"129940",2010,"hip hop"
"129942",2010,"rock"
"129945",2010,"pop"
"129951",2010,"indie"
"129976",2005,"hip hop"
"129978",2005,"rock"
"129981",2005,"pop"
"129987",2005,"indie"
"130012",1997,"hip hop"
"130014",1997,"rock"
"130017",1997,"pop"
"130023",1997,"indie"
"130048",2000,"hip hop"
"130050",2000,"rock"
"130053",2000,"pop"
"130059",2000,"indie"
"130069",2009,"rock"
"130071",2009,"indie"
"130084",1959,"rock"
"130091",1959,"pop"
"130096",2007,"hip hop"
"130105",2007,"pop"
"130107",2007,"jazz"
"130119",2007,"rock"
"130134",1967,"pop"
"130149",1967,"jazz"
"130153",2009,"jazz"
"130156",2009,"rock"
"130161",2009,"pop"
"130169",2009,"indie"
"130189",2001,"indie"
"130198",2001,"jazz"
"130201",2001,"hip hop"
"130210",2001,"rock"
"130230",2001,"indie"
"130239",2001,"jazz"
"130242",2001,"hip hop"
"130251",2001,"rock"
"130271",2001,"indie"
"130280",2001,"jazz"
"130283",2001,"hip hop"
"130292",2001,"rock"
"130309",2002,"jazz"
"130314",2002,"rock"
"130341",1992,"hip hop"
"130353",1998,"hip hop"
"130365",2007,"hip hop"
"130377",2001,"hip hop"
"130389",2001,"hip hop"
"130396",2006,"rock"
"130400",2006,"pop"
"130438",2007,"pop"
"130439",2007,"rock"
"130483",2006,"pop"
"130484",2006,"rock"
"130528",2009,"pop"
"130529",2009,"rock"
"130573",2005,"jazz"
"130575",2005,"pop"
"130602",2005,"jazz"
"130604",2005,"pop"
"130620",2005,"rock"
"130625",2003,"rock"
"130630",2003,"rock"
"130635",2005,"rock"
"130640",2005,"rock"
"130671",2006,"indie"
"130675",1997,"pop"
"130684",1997,"hip hop"
"130698",1997,"rock"
"130717",1997,"jazz"
"130720",1992,"pop"
"130729",1992,"hip hop"
"130743",1992,"rock"
"130762",1992,"jazz"
"130770",2002,"jazz"
"130785",2002,"hip hop"
"130805",2002,"indie"
"130812",1976,"rock"
"130821",1976,"pop"
"130851",2001,"rock"
"130860",2001,"pop"
"130887",2007,"pop"
"130895",2007,"rock"
"130898",2004,"pop"
"130906",2004,"rock"
"130909",2001,"pop"
"130917",2001,"rock"
"130932",2003,"rock"
"130935",2003,"hip hop"
"130948",2005,"rock"
"130951",2005,"hip hop"
"130972",2006,"hip hop"
"130981",2006,"jazz"
"130984",2006,"rock"
"131010",2005,"hip hop"
"131019",2005,"jazz"
"131022",2005,"rock"
"131036",2004,"rock"
"131052",1983,"pop"
"131066",1983,"rock"
"131076",2006,"pop"
"131083",2006,"indie"
"131094",2006,"rock"
"131107",2008,"pop"
"131114",2008,"indie"
"131125",2008,"rock"
"131138",2006,"pop"
"131145",2006,"indie"
"131156",2006,"rock"
"131177",1979,"rock"
"131192",1979,"pop"
"131193",1979,"jazz"
"131225",1964,"rock"
"131240",1964,"pop"
"131241",1964,"jazz"
"131277",2005,"indie"
"131284",2005,"hip hop"
"131289",2005,"pop"
"131295",2005,"rock"
"131320",2005,"indie"
"131327",2005,"hip hop"
"131332",2005,"pop"
"131338",2005,"rock"
"131352",2003,"rock"
"131377",2003,"jazz"
"131379",2003,"indie"
"131413",2004,"rock"
"131420",2004,"pop"
"131427",2002,"rock"
"131434",2002,"pop"
"131448",2005,"rock"
"131466",2005,"pop"
"131468",1994,"pop"
"131495",1994,"rock"
"131509",1999,"pop"
"131517",1999,"rock"
"131537",1991,"pop"
"131545",1991,"rock"
"131565",2005,"pop"
"131573",2005,"rock"
"131598",2006,"pop"
"131601",2010,"rock"
"131641",2007,"rock"
"131651",2007,"indie"
"131670",1981,"pop"
"131678",1981,"rock"
"131682",1981,"indie"
"131895",2007,"rock"
"131949",2002,"jazz"
"131984",2001,"jazz"
"132019",2001,"jazz"
"132054",1987,"jazz"
"132089",2004,"jazz"
"132124",1999,"jazz"
"132139",2001,"rock"
"132140",2001,"indie"
"132141",2001,"jazz"
"132170",2001,"pop"
"132174",2006,"rock"
"132175",2006,"indie"
"132176",2006,"jazz"
"132205",2006,"pop"
"132209",2003,"rock"
"132210",2003,"indie"
"132211",2003,"jazz"
"132240",2003,"pop"
"132244",1999,"rock"
"132245",1999,"indie"
"132246",1999,"jazz"
"132275",1999,"pop"
"132279",2006,"rock"
"132280",2006,"indie"
"132281",2006,"jazz"
"132310",2006,"pop"
"132327",1988,"rock"
"132336",1988,"pop"
"132361",1988,"rock"
"132370",1988,"pop"
"132387",2002,"hip hop"
"132400",1990,"hip hop"
"132418",1990,"pop"
"132438",1990,"rock"
"132445",2006,"rock"
"132454",2006,"indie"
"132458",1977,"pop"
"132469",2008,"pop"
"132480",1998,"pop"
"132491",1971,"pop"
"132502",1967,"pop"
"132515",1986,"jazz"
"132523",1986,"rock"
"132539",1986,"pop"
"132551",1986,"hip hop"
"132563",1989,"jazz"
"132571",1989,"rock"
"132587",1989,"pop"
"132599",1989,"hip hop"
"132611",2008,"jazz"
"132619",2008,"rock"
"132635",2008,"pop"
"132647",2008,"hip hop"
"132659",2004,"jazz"
"132667",2004,"rock"
"132683",2004,"pop"
"132695",2004,"hip hop"
"132711",1998,"pop"
"132719",1998,"rock"
"132734",1998,"jazz"
"132755",1998,"pop"
"132763",1998,"rock"
"132778",1998,"jazz"
"132805",1981,"rock"
"132815",1981,"indie"
"132818",1981,"pop"
"132831",1979,"rock"
"132841",1979,"indie"
"132844",1979,"pop"
"132857",1993,"rock"
"132867",1993,"indie"
"132870",1993,"pop"
"132883",1984,"rock"
"132893",1984,"indie"
"132896",1984,"pop"
"132909",1978,"rock"
"132919",1978,"indie"
"132922",1978,"pop"
"132926",2004,"hip hop"
"132957",1989,"indie"
"132958",1989,"pop"
"132973",1989,"rock"
"132982",1989,"jazz"
"132985",1989,"indie"
"132986",1989,"pop"
"133001",1989,"rock"
"133010",1989,"jazz"
"133011",2002,"indie"
"133018",2002,"rock"
"133030",2002,"pop"
"133045",1991,"indie"
"133052",1991,"rock"
"133064",1991,"pop"
"133079",1997,"indie"
"133086",1997,"rock"
"133098",1997,"pop"
"133113",2009,"indie"
"133120",2009,"rock"
"133132",2009,"pop"
"133176",2003,"indie"
"133214",2003,"rock"
"133216",2003,"pop"
"133241",2009,"indie"
"133279",2009,"rock"
"133281",2009,"pop"
"133306",2006,"indie"
"133344",2006,"rock"
"133346",2006,"pop"
"133374",2002,"rock"
"133377",2002,"jazz"
"133416",2009,"pop"
"133419",2009,"indie"
"133435",1987,"rock"
"133445",1987,"pop"
"133458",1987,"indie"
"133514",2010,"indie"
"133520",2010,"rock"
"133529",1991,"pop"
"133546",1991,"rock"
"133552",1991,"jazz"
"133581",1975,"rock"
"133597",1974,"rock"
"133613",1974,"rock"
"133629",1974,"rock"
"133645",1973,"rock"
"133655",1987,"rock"
"133669",2001,"rock"
"133681",1995,"rock"
"133695",1995,"hip hop"
"133702",1995,"pop"
"133703",1995,"jazz"
"133717",2003,"rock"
"133731",2003,"hip hop"
"133738",2003,"pop"
"133739",2003,"jazz"
"133753",1995,"rock"
"133767",1995,"hip hop"
"133774",1995,"pop"
"133775",1995,"jazz"
"133789",2005,"pop"
"133807",2009,"pop"
"133825",2005,"pop"
"133845",1969,"jazz"
"133876",1969,"indie"
"133886",2009,"rock"
"133888",2009,"pop"
"133892",2009,"indie"
"133910",2009,"hip hop"
"133912",2009,"pop"
"133920",2009,"rock"
"133939",2005,"pop"
"133947",2005,"rock"
"133982",1991,"jazz"
"134000",1991,"hip hop"
"134003",1991,"rock"
"134011",1991,"pop"
"134030",2007,"jazz"
"134048",2007,"hip hop"
"134051",2007,"rock"
"134059",2007,"pop"
"134085",1968,"jazz"
"134110",2006,"jazz"
"134135",2006,"jazz"
"134160",2003,"jazz"
"134185",2003,"jazz"
"134196",2004,"rock"
"134215",1989,"rock"
"134234",2002,"jazz"
"134260",2002,"rock"
"134269",1996,"pop"
"134292",1996,"rock"
"134303",1992,"pop"
"134326",1992,"rock"
"134339",2001,"rock"
"134359",1992,"rock"
"134383",2004,"rock"
"134393",2004,"rock"
"134413",2008,"rock"
"134415",2008,"pop"
"134459",2000,"pop"
"134471",2000,"rock"
"134488",1986,"rock"
"134513",1999,"pop"
"134524",1999,"rock"
"134554",1999,"pop"
"134565",1999,"rock"
"134609",2003,"rock"
"134622",1993,"indie"
"134636",1993,"hip hop"
"134639",1993,"pop"
"134653",1993,"indie"
"134667",1993,"hip hop"
"134670",1993,"pop"
"134702",2008,"pop"
"134727",1967,"jazz"
"134728",1967,"hip hop"
