"","V1","V2","V3","V4"
"4323",2008,"TRAIDPY128F425E9D0","Sugar Minott","Informer"
"4324",2008,"TRAQVFU12903CDCB07","Take It Back!","These Days"
"4325",2008,"TRANHYE128F92DE232","Taylor Swift","The Way I Loved You"
"4326",2008,"TRAVNHK12903CC5B48","Tech N9ne","Elbow Macaroni (Skit)"
"4327",2008,"TRAVPRG12903CCBF03","Terry Dexter","Beautiful One"
"4328",2008,"TRADJKG12903CE049F","Tesla","So What!"
"4329",2008,"TRANNCZ128F92F1D22","The All American Rejects","Jack's Lament"
"4330",2008,"TRAIMTD128F92E198E","The Almost","Little Drummer Boy"
"4331",2008,"TRALOCJ128F427D106","The Bug Featuring Ricky Ranking","Judgement"
"4332",2008,"TRATYGR128F427D08C","The Bug Featuring Spaceape","Fuckaz"
"4333",2008,"TRAYJLA128F4267A6A","The Chap","They Have a Name"
"4334",2008,"TRALXGM128F92C7D26","The Chap","What's Love Got to Do With It"
"4335",2008,"TRAYUXO12903C99CBF","The Fray","You Found Me"
"4336",2008,"TRAHEUP12903CA1AFC","The Jane Shermans","Ammunition"
"4337",2008,"TRAARHS128F931689D","The Killers","Spaceman"
"4338",2008,"TRBIFGK128F92F23A2","The Killers","A Dustland Fairytale"
"4339",2008,"TRATUPO128F9305A5C","The Knux","Bang! Bang!"
"4340",2008,"TRBCSDW128F424D686","The Maine","You Left Me"
"4341",2008,"TRACSBL128F42480E8","The Presets","Yippiyo-Ay"
"4342",2008,"TRADQJL128F92D9957","The Presets","If I Know You"
"4343",2008,"TRASTRY12903CB4B0A","The Temper Trap","Sweet Disposition"
"4344",2008,"TRAOEAQ12903CC26BD","This Is Hell","RECKLESS"
"4345",2008,"TRAQPFR12903CC26CF","This Is Hell","REALIZATION: REMORSE"
"4346",2008,"TRAOBNW128F92FCCC0","This Or The Apocalypse","Two Wars"
"4347",2008,"TRARDOK128F9300AB5","Thrice","The Earth Isn't Humming"
"4348",2008,"TRBDBKZ128F425D023","Throw The Fight","The Wreckage Intro (Album Version)"
"4349",2008,"TRBHEKQ12903CF2B6A","Tilman Sillescu","Escape From The Underrealm"
"4350",2008,"TRACMCG128F92CE225","Trivium","Upon The Shores [Explicit]"
"4351",2008,"TRAHFYH128F92CE223","Trivium","Shogun [with fade_ for special edition]"
"4352",2008,"TRATBYD128F92CE21A","Trivium","Into The Mouth Of Hell We March [Explicit]"
"4353",2008,"TRAWNSM12903CA71FC","Twin Atlantic","What Is Light? Where Is Laughter? (Acoustic Version)"
"4354",2008,"TRAMPWN128F934C221","Unearth","Crow Killer"
"4355",2008,"TRAGCXQ128F426BDD9","Uriah Heep","Wake The Sleeper"
"4356",2008,"TRAJRIT128F92F4352","Usher","Trading Places"
"4357",2008,"TRAOGHG12903CA3B89","Usher","Moving Mountains"
"4358",2008,"TRARBDK128F92C7F0B","Various Production","Wot U Say"
"4359",2008,"TRAYBIE128F92ED977","Various Production","Lost (Actress Remix)"
"4360",2008,"TRANLIQ12903CF98AE","Vickie Winans","You Turn Me"
"4361",2008,"TRAHYVC128F421BB24","Willie Bobo","It's Not Unusual"
"4362",2008,"TRAZOEU128F92E28DD","Willy DeVille","Louise"
"4363",2008,"TRBFIUJ12903CFEB7C","Winds Of Plague","Origins And Endings"
"4364",2008,"TRBAXCB128F931C8AF","Youves","On Probation"
"4365",2008,"TRAMDUW12903CB5100","brokeNCYDE","Schitzo"
"4366",2008,"TRBFXMJ12903CB50F6","brokeNCYDE","Freaxxx"
"4367",2009,"TRAAMKP12903CC74F4","2-4 Grooves feat. Reki D.","Relax"
"4368",2009,"TRALGYO128F934D18D","30 Seconds To Mars","Night of the Hunter (Static Revenger Remix)"
"4369",2009,"TRBCQLB128F9332CF4","32 Leaves","Way Beyond"
"4370",2009,"TRAZKAG12903CD1918","AFI","Too Shy To Scream"
"4371",2009,"TRBAXDP12903CD1922","AFI","Darling_ I Want To Destroy You"
"4372",2009,"TRBHGRU12903CE2C48","Ace Frehley","Fractured Quantum"
"4373",2009,"TRAFQEF128F93561A7","Afrob feat. Sarah","Gief Konjunkturpaket VI"
"4374",2009,"TRAFMME128F932B4D5","Aiden","Killing Machine"
"4375",2009,"TRATCDG128F932B4D2","Aiden","Black Market Hell"
"4376",2009,"TRABTBA128F9312BD8","Alan Silvestri","The Joes Mobilize"
"4377",2009,"TRBAZKT128F931F671","Alex Ubago","Ciudad desierta"
"4378",2009,"TRBBXLI128F931BC58","Alex Ubago","20 horas de nada"
"4379",2009,"TRAMDVP128F92F9803","Alexandre Desplat","Le Chagrin de Coco"
"4380",2009,"TRANZYG12903CFB180","Alexandre Desplat","High-Speed French Train"
"4381",2009,"TRAHZCF128F9316036","Alexis HK","Maudits anglois"
"4382",2009,"TRASTLC128F931603A","Alexis HK","La paix des étoiles"
"4383",2009,"TRABUMO12903CBE25F","Alice In Chains","Lesson Learned"
"4384",2009,"TRBCSSE12903CBE261","Alice In Chains","Take Her Out"
"4385",2009,"TRASHSN12903CA9E34","Alicia Keys","Wait Til You See My Smile"
"4386",2009,"TRAFRQY128F93186FB","Amoral","Perfection Design"
"4387",2009,"TRAJQOH128F934D64B","Ancient Astronauts","Crescent Moon"
"4388",2009,"TRASDGG128F933EDE2","Anti-Flag","On Independence Day"
"4389",2009,"TRBFQTF128F933EDCA","Anti-Flag","The Gre(A)t Depression"
"4390",2009,"TRAGVRD12903D09FED","Arsonists Get All The Girls","Violence in Fluid Triceratops"
"4391",2009,"TRBHHUB12903D09FEA","Arsonists Get All The Girls","Skiff For The Suits"
"4392",2009,"TRAUBDS128F931A703","Atreyu","Gallows (Album Version)"
"4393",2009,"TRBBDPA12903CCCA06","Autumnblaze","Haughtiness And Puerile Dreams"
"4394",2009,"TRAPVZR128F92F8FD0","Aynsley Lister","Crazy"
"4395",2009,"TRAHHMV12903CD0B0D","Backstreet Boys","PDA"
"4396",2009,"TRABUYT128F93069C8","Baroness","The Sweetest Curse"
"4397",2009,"TRANIZO128F9335764","Basement Jaxx","Twerk (feat. Yo Majesty)"
"4398",2009,"TRANPWV128F9341281","Behemoth","He Who Breeds Pestilence"
"4399",2009,"TRAUENF128F931FC35","Beherit","Suck My Blood"
"4400",2009,"TRAUDIU128F933AD92","Ben Sidran","Blowin' In the Wind"
"4401",2009,"TRAWHSM128F9301172","Big Jay Oakerson","It's All In How You Look At It"
"4402",2009,"TRAMBYY12903CD7379","Big Star","Till The End Of The Day (Alternate Mix)"
"4403",2009,"TRAWLTG12903CB226E","Bikini Machine","The Race"
"4404",2009,"TRAOAFJ12903CF9652","Black Debbath","Where To Piss And Shit In Oslo"
"4405",2009,"TRAMTFQ128F9352EDB","Black Messiah","Gullveig"
"4406",2009,"TRASVKL128F931652A","Bloc Party","One More Chance"
"4407",2009,"TRAEVHU128F92D9EA0","Blue October","My Never"
"4408",2009,"TRAWLYF128F92D9EE0","Blue October","Blue Skies"
"4409",2009,"TRAXKPM12903D0611E","Blue Rodeo","Never Look Back"
"4410",2009,"TRATBRJ12903D06127","Blue Rodeo","Million Miles"
"4411",2009,"TRASIVA128F933DB52","Boyz II Men","In My Life"
"4412",2009,"TRAGQKG128F9332F7A","Brian Tyler","I Dream Of Chi Chi"
"4413",2009,"TRARSKA128F9336A04","Britney Spears","3"
"4414",2009,"TRBAZFD12903CB641D","Brooke White","Hold Up My Heart"
"4415",2009,"TRAHBWK12903D0044A","Burning Spear","Walking In Dub"
"4416",2009,"TRACFOV128F9340D81","Bury Your Dead","Closed Eyes"
"4417",2009,"TRBHUCN128F932E8D7","Busdriver","Unsafe Sextet/Gilded Hearts of Booklovers"
"4418",2009,"TRANZIC128F931CE6D","Cabin Crew","Can't Stop (Mind electric Remix)"
"4419",2009,"TRAXCVG12903CF523C","Cama","Fade Away"
"4420",2009,"TRAAJXQ128F92E65BF","Cama","In This Life"
"4421",2009,"TRAKEOS12903CF523F","Cama","Walk With You"
"4422",2009,"TRAHBNZ128F92FC2A7","Camp Lo","Uptown"
"4423",2009,"TRBGMXY128F92FC2B2","Camp Lo","Black Connect 3"
"4424",2009,"TRAQYWJ128F931282C","Cancer Bats","Engine Skull"
"4425",2009,"TRAPXOE128F92FAB15","Capone-N-Noreaga","Beef"
"4426",2009,"TRBBTQB128F92FAB03","Capone-N-Noreaga feat. Busta Rhymes and Ron Browz","Rotate"
"4427",2009,"TRAUEWN128F932C32C","Casiotone For The Painfully Alone","White Jetta"
"4428",2009,"TRAFCZM128F931AD24","Caspa","Back to '93"
"4429",2009,"TRAURHK12903CA60F8","Charlotte Gainsbourg","Le Chat du Café des Artistes"
"4430",2009,"TRBHZUN12903CA60F7","Charlotte Gainsbourg","IRM"
"4431",2009,"TRALHMS128F930C08C","Converge","Dark Horse"
"4432",2009,"TRADCBA128F92E7161","Conway Twitty","Big Train"
"4433",2009,"TRAYUNC128F92DE84B","Cross Country","In The Midnight Hour"
"4434",2009,"TRALHAL128F92DE850","Cross Country","Tastes So Good To Me"
"4435",2009,"TRAWIPL128F92DE851","Cross Country","A Fall Song"
"4436",2009,"TRBDNDV12903CE9E28","DJ Guy","Freak it all Night"
"4437",2009,"TRAWIVY12903CF4A87","Dala","Alive"
"4438",2009,"TRAVOPU128F9360B7D","Daniel Johnston","High Horse"
"4439",2009,"TRBCGKB12903CFF680","Dario Marianelli","Why Did You All Lie to Me?"
"4440",2009,"TRBFAON128F9313C62","Dario Marianelli","Falling Apart"
"4441",2009,"TRBFBQG128F9313C6D","Dario Marianelli","The Lord's Prayer"
"4442",2009,"TRARJEM128F92E444D","David Arkenstone","Big Bounce"
"4443",2009,"TRAQHVX128F92E444A","David Arkenstone","Drifting"
"4444",2009,"TRAGNQK12903CCB987","David Tao","Summer Love Triangle"
"4445",2009,"TRAYPXP12903CD8D45","Delroy Wilson","Conquer Me"
"4446",2009,"TRATIQJ128F92DFA28","Dub Pistols feat. TK","Revitalise"
"4447",2009,"TRBBGUV128F92DFA21","Dub Pistols feat. TK & Ashley Slater","Everyday Stranger"
"4448",2009,"TRBAEHW128F9316423","Eagles Of Death Metal","As Nice As I Can Be"
"4449",2009,"TRBHOXO128F932A739","Easy Star All-Stars","With a Little Dub From My Friends (feat. Luciano and U Roy)"
"4450",2009,"TRAADYB128F92D7E73","Eliane Elias","The More I See You"
"4451",2009,"TRAIPST128F9302AE9","Eminem","Beautiful"
"4452",2009,"TRADTXQ128F9331913","Erik Hassle","Don't Bring Flowers"
"4453",2009,"TRAYKZI128F932B9E8","Evergreen Terrace","We're Always Losing Blood"
"4454",2009,"TRBDIZG12903CD68A3","Every Time I Die","After One Quarter Of A Revolution"
"4455",2009,"TRAPKJB12903CE3A70","F.I.R.","I Am Here"
"4456",2009,"TRAQCFH128F92FE30F","Fabri Fibra","Alla Fine Di Tutto Questo"
"4457",2009,"TRAJBOD128F9303DCD","Faith Yang","Song 2"
"4458",2009,"TRAUVAQ128F92DC677","Fake Problems","Tabernacle Song"
"4459",2009,"TRACHKX128F934B07A","Fever Ray","I'm Not Done"
"4460",2009,"TRAHCDJ128F9310F1C","Fever Ray","When I Grow Up"
"4461",2009,"TRAQVJM128F9310F20","Fever Ray","When I Grow Up"
"4462",2009,"TRAVMWQ128F934B098","Fever Ray","When I Grow Up"
"4463",2009,"TRACHZE12903CD95D2","Floor","Ignis"
"4464",2009,"TRAGGMY12903CD9533","Floor","Heather"
"4465",2009,"TRAHLDS12903CBADB8","Flowin Immo et Les Freaqz","Immonumental"
"4466",2009,"TRARAKX12903CBADE2","Flowin Immo et Les Freaqz","So hell mit Klause Duo"
"4467",2009,"TRAYDXM128F9317358","Franz Ferdinand","No You Girls"
"4468",2009,"TRBGDQS128F9341414","Gary Go","Open Arms"
"4469",2009,"TRABJOT12903CD66AA","George Lopez","Only For The Young"
"4470",2009,"TRAVBLC12903CD66A5","George Lopez","Vibrators"
"4471",2009,"TRAOOJG12903CB752A","Gerald Clayton","All Of You"
"4472",2009,"TRASXOW12903CB7528","Gerald Clayton","Two Heads One Pillow"
"4473",2009,"TRAZDHN12903CB7532","Gerald Clayton","Scrimmage"
"4474",2009,"TRAAUGZ128F9307F78","Gertrudis","Intro"
"4475",2009,"TRAJCBF128F931B8BF","Gov't Mule","Broke Down On The Brazos (Album)"
"4476",2009,"TRALHIQ12903D00496","Hatebreed","Boxed In (Subzero)"
"4477",2009,"TRALVZY12903D0048B","Hatebreed","Supertouch/shitfit (Bad Brains)"
"4478",2009,"TRAVBGI128F425F366","Heaven 17","(We Don't Need This) Fascist Groove Thang (Rapino Club Mix)"
"4479",2009,"TRAQQYH12903D0C595","Hef feat. Big2 & Dio","Gedroomd"
"4480",2009,"TRAQBTU128F931BB1D","Hot Club Of Cowtown","Cabiria"
"4481",2009,"TRBGDSJ128F931BB2B","Hot Club Of Cowtown","The Magic Violin"
"4482",2009,"TRAXZET12903CC1964","Ini Kamoze","Gangsta Roll"
"4483",2009,"TRAFNJM128F933D6DB","Intars Busulis","Probka (Latvia)"
"4484",2009,"TRBDTZX128F92DFA66","Jars Of Clay","Don't Stop"
"4485",2009,"TRAUDWB128F9318EA4","Jim Jones featuring Oshy","This Is For My Bitches"
"4486",2009,"TRBGRVF12903C9F806","Joe Bonamassa","Stop!"
"4487",2009,"TRAQSYW12903CB969B","John Frizzell","Carrie's Theme"
"4488",2009,"TRARYDZ128F9355209","Jope Ruonansuu","Rant Kanaria"
"4489",2009,"TRAYTED128F9355224","Jope Ruonansuu","Matti Ja Teppo"
"4490",2009,"TRAYIFW12903CA9F1B","KALIMBA","Al Final"
"4491",2009,"TRABUHH12903CA9F20","KALIMBA","Volcán"
"4492",2009,"TRAHGXT12903CF1566","Kapelle Herrenweide","Humppa"
"4493",2009,"TRAQXAZ12903CF156D","Kapelle Herrenweide","Nie mehr heim"
"4494",2009,"TRAFUGB128F92EDEDC","Kari Tapio","Rakkauden veteraani"
"4495",2009,"TRAGOMV128F4274745","Kassav'","An Mouvman"
"4496",2009,"TRACAKD128F92D5D38","Kelly Clarkson","My Life Would Suck Without You"
"4497",2009,"TRAYJOF128F92F9EEA","Kelly Clarkson","Cry"
"4498",2009,"TRABIOI12903CD8B9B","Kid Sister","Daydreaming [Jakwob Remix]"
"4499",2009,"TRARFAZ128F93481AD","Korpiklaani","Isku Pitkästä Ilosta"
"4500",2009,"TRAOOCO128F9313739","Kyle Eastwood","Samba de Paris"
"4501",2009,"TRACVTG128F92FE985","Lara","Damit Du Dich in mich verliebst"
"4502",2009,"TRADVYU128F92FE96F","Lara","Nur eine Nacht mit Dir"
"4503",2009,"TRANUSB128F9343695","Lara Fabian","TLFM (Toutes Les Femmes En Moi)"
"4504",2009,"TRBGLAD128F9343692","Lara Fabian","L'Amour Existe Encore"
"4505",2009,"TRADRZG12903CE75B5","Larry The Cable Guy","Bass Pro Shop & Wal-Mart"
"4506",2009,"TRAFEOY128F4259E97","Legacy Five","Out Of My Darkness"
"4507",2009,"TRAQBXG128F9352821","Les Malpolis","Plus chère la vie"
"4508",2009,"TRAVDRG12903C9A44C","Leslie Mendelson","Turn It Over (Album Version)"
"4509",2009,"TRAOYCS12903CAFCCB","Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx","Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx)"
"4510",2009,"TRAOXXW128F92E8C86","Lily Allen","LDN (Warbox Original Cut Dub)"
"4511",2009,"TRATDLH128F93384B0","Lily Allen","22 (Acoustic)"
"4512",2009,"TRBCJUF128F93190C2","Lily Allen","Everyone's At It"
"4513",2009,"TRAWAQB128F930D7F7","Lily Allen Featuring Ours","22 (Vingt Deux) (Feat. Ours)"
"4514",2009,"TRBDPRV128F9306A7E","Los Delinqüentes","Quítate La Ropa"
"4515",2009,"TRASFAV128F93428A4","Loudon Wainwright III","Rowena"
"4516",2009,"TRAJMZL12903CA4807","Luke Bryan","What Country Is"
"4517",2009,"TRAOMQN128F9328043","MIMS","Life Of A Star"
"4518",2009,"TRASTMM12903CBEF91","Major Lazer / Vybz Kartel / Afrojack","Pon De Floor"
"4519",2009,"TRBBXGU12903CCC870","Mannheim Steamroller","The Christmas Song"
"4520",2009,"TRAIRSH128F92E4B18","Marco Beltrami","Revelations"
"4521",2009,"TRAXMDR128F92E4AF7","Marco Beltrami","Not A Kid Anymore"
"4522",2009,"TRBDUMD128F9327534","Martha Wainwright","C'est Toujours la Même Histoire"
"4523",2009,"TRAAMFT128F93128AD","Mastodon","The Czar: Usurper/Escape/Martyr/Spiral (Album Version)"
"4524",2009,"TRADQBK128F92E8B5F","Mat Kearney","Never Be Ready"
"4525",2009,"TRAHCUE128F935916E","Melvins","You've Never Been Right - (Live In Boston_ MA 2008)"
"4526",2009,"TRAFLGM128F9358F47","Miossec","Nos plus belles années"
"4527",2009,"TRAAOXM12903CFB3B0","Moss","Silent Hill"
"4528",2009,"TRBGACK12903CD5CF5","Najoua Belyzel","Ma vie n'est pas la tienne (album)"
"4529",2009,"TRBIIEU128F9307C88","New Found Glory","Don't Let Her Pull You Down"
"4530",2009,"TRADGIX128F9315B2D","NewFound Road","Brand New Broken Heart"
"4531",2009,"TRAMLGE128F92F81DD","Noisettes","Don't Upset The Rhythm (Go Baby Go)"
"4532",2009,"TRAUYXI12903CC7355","Oh No","Soul of Ethiopia"
"4533",2009,"TRAFWMO128F92E8216","Oldelaf et Monsieur D","La fête à la prison"
"4534",2009,"TRAZHRE128F92F344E","Otis Taylor","Talking About It Blues"
"4535",2009,"TRAFRBN128F93095F4","Pacha Massive","Just Want To See Ya"
"4536",2009,"TRAFDBU128F93095F8","Pacha Massive","Take The Wheel"
"4537",2009,"TRACROV128F92F6D6F","Peggy Zina","O Hiroteros Ehthros Mou"
"4538",2009,"TRAEROB12903CE3E7D","Pepper","Stormtrooper (Live)"
"4539",2009,"TRBGHYG12903CEAC9C","Pictures of Then","When It Stings"
"4540",2009,"TRAEOBA12903CAFAB0","Placebo","Hardly Wait"
"4541",2009,"TRALPKG12903CDCA8A","Placebo","The Never-Ending Why"
"4542",2009,"TRAKWNL12903CC37B6","Porcupine Tree","Remember Me Lover (Album Version)"
"4543",2009,"TRAIIEV128F934712A","Radio Moscow","Broke Down"
"4544",2009,"TRAXMAK128E07822CB","Radiohead","Fake Plastic Trees (Acoustic Version)"
"4545",2009,"TRBBGQN128F9310CBE","Radiohead","You (Demo)"
"4546",2009,"TRBDZVP12903CC0089","Rakim feat. Tracey Horton","Won't Be Long"
"4547",2009,"TRAMDVH12903CDCD55","Richie McDonald","If Every Day Could Be Christmas"
"4548",2009,"TRAIQVJ128F93235B3","Robben Ford","Spoonful"
"4549",2009,"TRAFRFF128F9345B75","Rupa & the April Fishes","C'est Moi"
"4550",2009,"TRARFKP12903CF5DF1","Salt The Wound","From My Hands"
"4551",2009,"TRAYGBT12903CF5DF0","Salt The Wound","Mutations"
"4552",2009,"TRAYHSH128F92E4A6F","Scott Glasgow","Solemn"
"4553",2009,"TRANQDK128F9326202","Scott Matthews","Underlying Lies"
"4554",2009,"TRAHEEY128F9335ECD","Sean Kingston","Face Drop"
"4555",2009,"TRADGXI128F92EF28F","Set Your Goals","the fallen..."
"4556",2009,"TRAZVZJ128F92EF28A","Set Your Goals","summer jam"
"4557",2009,"TRBGAWQ128F9305F25","Seventh Day Slumber","Famous One"
"4558",2009,"TRADBSW128F933A7A8","Shakira","Loba"
"4559",2009,"TRBDAXF128F92F6565","Sheek Louch","Die Slow"
"4560",2009,"TRAVQCA12903CA2F92","Shout Out Out Out Out","How Do I Maintain Pt. II"
"4561",2009,"TRAUJPQ128F930D4C5","Showbread","Nothing Matters Anymore"
"4562",2009,"TRAEOUE128F93187B9","Sick Puppies","Master Of The Universe"
"4563",2009,"TRASKHI12903CC8F27","Silkie Ft. Harry Craze","Head Butt Da Deck"
"4564",2009,"TRAMCJI128F93335AF","Snow Patrol","Just Say Yes"
"4565",2009,"TRAREHS128F92F8E13","Snow Patrol","New Sensation"
"4566",2009,"TRALDUE128F9312AF2","Snow Patrol","Just Say Yes"
"4567",2009,"TRAOPXD128F9326B04","Snowgoons","Planetary Takeover"
"4568",2009,"TRANRYP128F9326AF9","Snowgoons","Platoon Goons"
"4569",2009,"TRAKROC128F9326B09","Snowgoons","Been Fighting Devilz"
"4570",2009,"TRBFJOE128F9326B03","Snowgoons","Michael Nobody aka Poetic Death"
"4571",2009,"TRAIXTR128F9352D40","Sofia Karlsson","Blåsut"
"4572",2009,"TRAZSIN128F9352D39","Sofia Karlsson","Andra sidan"
"4573",2009,"TRAJYTQ12903CDEF60","Spiral Stairs","Stolen Pills"
"4574",2009,"TRAJEYM12903CDEF6A","Spiral Stairs","Ladies And Gentlemen"
"4575",2009,"TRAFRTX128F93426B7","Steve Vai","Angel Food"
"4576",2009,"TRBDXIX128F93256CB","Sub Focus","Follow The Light (Radio Edit)"
"4577",2009,"TRAQKCW128F9352A52","Super700","The Other Side"
"4578",2009,"TRANIUS12903D00EC7","Swallow The Sun","...and Heavens Cried Blood"
"4579",2009,"TRBHADL128F931E5F1","Swami","Tonight"
"4580",2009,"TRABHBA128F424CF80","Taint","Hex Breaker"
"4581",2009,"TRASPCN128F92DE67E","Taking Back Sunday","Catholic Knees (Album Version)"
"4582",2009,"TRAATGM12903C9CD7C","Tantric","Walk Away"
"4583",2009,"TRAGNGY12903C9CD76","Tantric","Coming Undone"
"4584",2009,"TRARJPL128F931C7D2","The Almost","Summer Summer"
"4585",2009,"TRANTFR128F931C7DA","The Almost","Books & Books"
"4586",2009,"TRBAFWX12903CA9831","The Black Crowes","Roll Old Jeremiah"
"4587",2009,"TRBFNBC12903CA9800","The Black Crowes","Good Morning Captain"
"4588",2009,"TRANVMD128F933AC4A","The Cliks","Career Suicide (CD)"
"4589",2009,"TRAYSMO128F9318E7C","The Fray","Absolute"
"4590",2009,"TRADGXI128F9339C88","The High Strung","The Lifestyle That Got Away"
"4591",2009,"TRBGISL128F9342049","The Last Vegas","Another Lover"
"4592",2009,"TRAOWTP128F930D700","The Scare","I Saw Destruction"
"4593",2009,"TRAKDMK128F92F9AFC","The Tragically Hip","Country Day"
"4594",2009,"TRAVLWR128F9316DA6","The Who","Sodding About"
"4595",2009,"TRAMSSK128F92FDC80","Tim Exile","Family Galaxy"
"4596",2009,"TRBIBTU128F92FDC9D","Tim Exile","Fortress"
"4597",2009,"TRAOFJZ128F92F8F65","Tinariwen","Tenhert"
"4598",2009,"TRATKNE128F9354E8D","Trentemoller","In Progress (Original Mix)"
"4599",2009,"TRAGJPA128F92F9665","U2","FEZ-Being Born"
"4600",2009,"TRAVNUK128F92F274F","V V Brown","LEAVE!"
"4601",2009,"TRBFNOL128F930AA0B","Various Production","Bside"
"4602",2009,"TRAFKDG12903CAB85C","Webb Wilder","Too Cool for Love"
"4603",2009,"TRATBVA128F9312ACC","Weezer","I Don't Want To Let You Go"
"4604",2009,"TRAHRSA128F93235CB","Whitney Cummings","Romance"
"4605",2009,"TRAHVMI128F93235CD","Whitney Cummings","Porn"
"4606",2009,"TRBICHF128F92E42FA","Willie Isz","Violet Heart Box"
"4607",2009,"TRANNUW128F931B513","Willy DeVille","Cadillac Walk (Album Version)"
"4608",2009,"TRALBFX12903D00703","Winds Of Plague","Soldiers Of Doomsday "
"4609",2009,"TRARCJT128F9316BA9","Winifred Phillips","Sporable"
"4610",2009,"TRBAGVS128F931E395","Winifred Phillips","Misty Bog"
"4611",2009,"TRAXWDS12903CEE35E","Wolfmother","Cosmonaut"
"4612",2009,"TRAAIYR12903CD290D","Wolfmother","White Feather"
"4613",2009,"TRAGRRP12903CD2911","Wolfmother","White Feather"
"4614",2009,"TRABTXS128F92E2FDC","Zeromancer","Ammonite"
"4615",2009,"TRBGVWB12903CE31A6","Zombie Girl","The Darkness (Komor Kommando Mix)"
"4616",2009,"TRBABBT128F9327213","themselves","Oversleeping"
"4617",2010,"TRAKVCR12903CC764E","2raumwohnung","Rette Mich Später (Michael Ilbert Radio Mix)"
"4618",2010,"TRALAZE12903CA5A3B","A Tundra","The Doug McComb Over"
"4619",2010,"TRASWEK12903CB8417","Alexandre Desplat","Hidden Documents"
"4620",2010,"TRAWBHE12903CBC4CB","B.o.B","Nothin' On You [feat. Bruno Mars] (Album Version)"
"4621",2010,"TRANVEG12903CAFD2C","BT feat. JES","Every Other Way"
"4622",2010,"TRASARM12903D03718","Black Tambourine","Dream Baby Dream"
"4623",2010,"TRBACAA12903D0575F","BoDeans","Back Then"
"4624",2010,"TRAEMGG12903CEBB52","Boondox","Nothing To Lose"
"4625",2010,"TRADAZP12903D0A480","Cancer Bats","Sabotage"
"4626",2010,"TRAPQZO12903CFA319","Cancer Bats","Dead Wrong"
"4627",2010,"TRAQYFL12903D138CF","Daddy Yankee","Descontrol"
"4628",2010,"TRAHWBP12903CAEBFC","Dark Fortress","Evenfall"
"4629",2010,"TRBGLFD12903CD3D43","Deftones","Diamond Eyes (Album Version)"
"4630",2010,"TRBHRUL12903CCDF09","Die Fantastischen Vier","Was wollen wir noch mehr?"
"4631",2010,"TRAHQKV12903CB6CA9","Dobet Gnahoré","Wigue"
"4632",2010,"TRBHNCL12903CB6CAA","Dobet Gnahoré","Evigne"
"4633",2010,"TRAIUSY12903CF0C92","Eluveitie","(Do)Minion"
"4634",2010,"TRACCVS12903D014F8","Enthroned","Ad Te Clamamus Exsvles Mortva Liberi"
"4635",2010,"TRAALNG12903D014E9","Enthroned","The Vitalized Shell"
"4636",2010,"TRAFWCO12903CB146E","Erja Lyytinen","Soul Of A Man"
